epoch,total_loss,task_loss,distill_loss,intermediate_loss,val_psnr,lr,alpha,beta
1,0.008221815871074796,0.014576736837625504,0.006633085412904621,0.0,37.524944105507345,0.0001,0.8,0.5
2,0.0069645583350211385,0.014024205207824707,0.005199646488763392,0.0,37.727997797067395,0.0001,0.8,0.5
3,0.006681793867610395,0.013892472796142101,0.004879123913124204,0.0,37.763405742675104,0.0001,0.8,0.5
4,0.006499712308868766,0.014186684992164373,0.004577969047240913,0.0,37.765417012091135,0.0001,0.8,0.5
5,0.006060069459490478,0.013621994014829397,0.004169588233344257,0.0,37.85232011976117,0.0001,0.8,0.5
6,0.00602836387231946,0.013818433731794358,0.004080846239812672,0.0,37.892149043643734,0.0001,0.8,0.5
7,0.005867934175767004,0.013498297855257989,0.003960343119688332,0.0,37.93045150516063,0.0001,0.8,0.5
8,0.005771567178890109,0.013678469927981496,0.0037948414077982307,0.0,37.91735707926246,0.0001,0.8,0.5
9,0.005480180005542934,0.01311069474555552,0.003572551279794425,0.0,37.88685834259104,0.0001,0.8,0.5
10,0.005877527203410864,0.014140772307291627,0.0038117158762179314,0.0,37.89369368384919,0.0001,0.8,0.5
11,0.005348599166609347,0.012997839730232955,0.0034362888638861475,0.0,37.931755237594516,0.0001,0.8,0.5
12,0.005924755288287997,0.013617692207917571,0.004001520909368992,0.0,37.92922302200425,0.0001,0.8,0.5
13,0.00538801359012723,0.013276074789464474,0.0034159981831908227,0.0,37.96837062714978,0.0001,0.8,0.5
14,0.005437508285976947,0.013590981438755988,0.00339913988718763,0.0,37.93848064575779,0.0001,0.8,0.5
15,0.00527218749281019,0.013126365654170514,0.0033086428348906337,0.0,37.985439058396395,0.0001,0.8,0.5
16,0.005046344688162207,0.012690391037613153,0.0031353329913690687,0.0,37.98287349850831,0.0001,0.8,0.5
17,0.005506875873543322,0.013778442470356821,0.0034389840601943434,0.0,37.97003708569512,0.0001,0.8,0.5
18,0.005426438539288938,0.013455153740942478,0.0034192596538923682,0.0,37.93517315421355,0.0001,0.8,0.5
19,0.0052546080434694884,0.013346773451194166,0.0032315665972419082,0.0,38.01861296432911,0.0001,0.8,0.5
20,0.005059059751220047,0.012850363692268729,0.003111233643721789,0.0,37.99429969859207,0.0001,0.8,0.5
21,0.0051315692067146305,0.013131219297647476,0.003131656588520855,0.0,38.03401696254197,0.0001,0.8,0.5
22,0.005086168241687119,0.013029635222628712,0.0031003013788722454,0.0,38.02581606790047,0.0001,0.8,0.5
23,0.0052632438624277715,0.013293262142688035,0.0032557391817681493,0.0,38.034834887803434,0.0001,0.8,0.5
24,0.005043317298404872,0.01307246216572821,0.0030360310105606914,0.0,38.03591578106606,0.0001,0.8,0.5
25,0.00505286855623126,0.013012426346540451,0.003062978950329125,0.0,38.00386747758357,0.0001,0.8,0.5
26,0.005321482107974589,0.013487372398376465,0.003280009441077709,0.0,38.02016037798248,0.0001,0.8,0.5
27,0.004832438477315008,0.012630880186334252,0.0028828279837034643,0.0,38.06922137120942,0.0001,0.8,0.5
28,0.005147009594365954,0.01335756953805685,0.0030943694710731506,0.0,38.0362618805828,0.0001,0.8,0.5
29,0.005121309119276702,0.013277464965358376,0.0030822700238786636,0.0,38.06778680700121,0.0001,0.8,0.5
30,0.0051384987216442825,0.01320032611489296,0.003123041759245098,0.0,38.04109892776485,0.0001,0.8,0.5
31,0.004938996345736087,0.012910018097609282,0.002946240836754441,0.0,38.06336627845174,0.0001,0.8,0.5
32,0.004882813966833055,0.012945935679599643,0.0028670334490016104,0.0,38.068963550520024,0.0001,0.8,0.5
33,0.004853857029229402,0.01274094651453197,0.0028820845484733583,0.0,38.04883816824012,0.0001,0.8,0.5
34,0.004875980997458101,0.013085408350452781,0.002823624040465802,0.0,38.03775929435203,0.0001,0.8,0.5
35,0.0049554637493565675,0.01296491396613419,0.002953101086895913,0.0,38.02230911948858,0.0001,0.8,0.5
36,0.004822785151191056,0.012724884636700153,0.0028472601575776934,0.0,38.039189157487115,0.0001,0.8,0.5
37,0.004929915997199714,0.013136188583448529,0.0028783476958051325,0.0,38.054635734201334,0.0001,0.8,0.5
38,0.005046150791458786,0.013352214265614748,0.0029696348763536664,0.0,38.05160747048935,0.0001,0.8,0.5
39,0.004822886744514108,0.012725666919723154,0.002847191616892815,0.0,38.057779868300926,0.0001,0.8,0.5
40,0.005009458120912314,0.013184212353080512,0.0029657694674097,0.0,38.01821392966146,0.0001,0.8,0.5
41,0.005173101294785738,0.013364687655121088,0.0031252045859582723,0.0,38.048955944869604,0.0001,0.8,0.5
42,0.004948970219120383,0.013231861609965563,0.0028782472107559444,0.0,38.06480120042604,0.0001,0.8,0.5
43,0.004820275017991662,0.013023768719285726,0.0027694014506414533,0.0,38.068413370720315,0.0001,0.8,0.5
44,0.0050649282243102785,0.013331292429938912,0.0029983370599802584,0.0,38.06725250155834,0.0001,0.8,0.5
45,0.005011804308742285,0.01348422797396779,0.002893698310945183,0.0,38.05518708815511,0.0001,0.8,0.5
46,0.004957852908410132,0.013381982771679759,0.002851820362266153,0.0,38.04098279737569,0.0001,0.8,0.5
47,0.004764835769310594,0.012780214650556445,0.002760990939568728,0.0,38.070472600469465,0.0001,0.8,0.5
48,0.004609743347391487,0.012619832921773195,0.002607220879290253,0.0,38.07738975577047,0.0001,0.8,0.5
49,0.004809633507393301,0.012903416790068149,0.002786187583114952,0.0,38.06193619538723,0.0001,0.8,0.5
50,0.004616527440957725,0.012421133983880282,0.0026653756899759173,0.0,38.06856021157265,0.0001,0.8,0.5
